,name,mileage,year,gearbox,transmission,horsepower,fuel,price
1702,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1703,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1704,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1705,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1706,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1707,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1708,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1709,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1710,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1711,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1712,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1713,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1714,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1715,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1716,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1717,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1718,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1719,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1720,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1721,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1722,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1723,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1724,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1725,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1726,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1727,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1728,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1729,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1730,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1731,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1732,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1733,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1734,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1735,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1736,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1737,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1738,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1739,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1740,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1741,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1742,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1743,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1744,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1745,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1746,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1747,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1748,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1749,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1750,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1751,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1752,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1753,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1754,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1755,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1756,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1757,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1758,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1759,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1760,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1761,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1762,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1763,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1764,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1765,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1766,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1767,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1768,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1769,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1770,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1771,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1772,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1773,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1774,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1775,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1776,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1777,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1778,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1779,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1780,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1781,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1782,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1783,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1784,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1785,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1786,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1787,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1788,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1789,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1790,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1791,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1792,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1793,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1794,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1795,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1796,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1797,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1798,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1799,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
